,MED2
17752,b'92141'
17753,b'-9'
17754,b'92105'
17755,b'92141'
17756,b'15395'
17757,b'-9'
17758,b'-9'
17759,b'60800'
17760,b'00048'
17761,b'-9'
17762,b'-9'
17763,b'-9'
17764,b'-9'
17765,b'-9'
17766,b'-9'
17767,b'-9'
17768,b'-9'
17769,b'94188'
17770,b'-9'
17771,b'-9'
17772,b'28495'
17773,b'-9'
17774,b'-9'
17775,b'-9'
17776,b'-9'
17777,b'-9'
17778,b'28495'
17779,b'-9'
17780,b'-9'
17781,b'-9'
17782,b'-9'
17783,b'96041'
17784,b'-9'
17785,b'61080'
17786,b'98036'
17787,b'-9'
17788,b'-9'
17789,b'-9'
17790,b'-9'
17791,b'-9'
17792,b'-9'
17793,b'-9'
17794,b'-9'
17795,b'-9'
17796,b'-9'
17797,b'-9'
17798,b'-9'
17799,b'-9'
17800,b'-9'
17801,b'-9'
17802,b'-9'
17803,b'12046'
17804,b'-9'
17805,b'92111'
17806,b'-9'
17807,b'-9'
17808,b'-9'
17809,b'-9'
17810,b'-9'
17811,b'-9'
17812,b'-9'
17813,b'-9'
17814,b'-9'
17815,b'-9'
17816,b'-9'
17817,b'-9'
17818,b'-9'
17819,b'-9'
17820,b'91043'
17821,b'-9'
17822,b'-9'
17823,b'-9'
17824,b'-9'
17825,b'12620'
17826,b'-9'
17827,b'-9'
17828,b'97126'
17829,b'-9'
17830,b'-9'
17831,b'-9'
17832,b'-9'
17833,b'-9'
17834,b'-9'
17835,b'-9'
17836,b'26785'
17837,b'92105'
17838,b'-9'
17839,b'-9'
17840,b'-9'
17841,b'-9'
17842,b'-9'
17843,b'94188'
17844,b'-9'
17845,b'-9'
17846,b'-9'
17847,b'28800'
17848,b'-9'
17849,b'-9'
17850,b'02805'
17851,b'92105'
17852,b'-9'
17853,b'-9'
17854,b'25810'
17855,b'29250'
17856,b'-9'
17857,b'-9'
17858,b'96027'
17859,b'60115'
17860,b'-9'
17861,b'04345'
17862,b'-9'
17863,b'19208'
17864,b'15395'
17865,b'91079'
17866,b'07366'
17867,b'02805'
17868,b'04072'
17869,b'15730'
17870,b'91099'
17871,b'92164'
17872,b'03905'
17873,b'-9'
17874,b'00645'
17875,b'-9'
17876,b'33588'
17877,b'98109'
17878,b'15730'
17879,b'93211'
17880,b'12715'
17881,b'42800'
17882,b'93220'
17883,b'42800'
17884,b'01030'
17885,b'17485'
17886,b'12046'
17887,b'33573'
17888,b'92161'
17889,b'-9'
17890,b'-9'
17891,b'93386'
17892,b'-9'
17893,b'01530'
17894,b'19650'
17895,b'-9'
17896,b'19070'
17897,b'99133'
17898,b'42800'
17899,b'10355'
17900,b'18820'
17901,b'92161'
17902,b'06125'
17903,b'92141'
17904,b'02805'
17905,b'93183'
17906,b'28080'
17907,b'92105'
17908,b'-9'
17909,b'16475'
17910,b'20290'
17911,b'03371'
17912,b'30395'
17913,b'97157'
17914,b'92141'
17915,b'33555'
17916,b'-9'
17917,b'-9'
17918,b'-9'
17919,b'03423'
17920,b'91062'
17921,b'03423'
17922,b'32905'
17923,b'16975'
17924,b'42800'
17925,b'92105'
17926,b'93257'
17927,b'00260'
17928,b'93214'
17929,b'95133'
17930,b'91061'
17931,b'32905'
17932,b'-9'
17933,b'12028'
17934,b'32905'
17935,b'00260'
17936,b'92105'
17937,b'11540'
17938,b'12028'
17939,b'16008'
17940,b'02077'
17941,b'11540'
17942,b'32905'
17943,b'02900'
17944,b'92105'
17945,b'93211'
17946,b'35023'
17947,b'07793'
17948,b'93396'
17949,b'-9'
17950,b'-9'
17951,b'99189'
17952,b'11540'
17953,b'42800'
17954,b'-9'
17955,b'97163'
17956,b'02203'
17957,b'14840'
17958,b'95183'
17959,b'93396'
17960,b'02805'
17961,b'-9'
17962,b'12028'
17963,b'33588'
17964,b'15395'
17965,b'-9'
17966,b'-9'
17967,b'91069'
17968,b'-9'
17969,b'01630'
17970,b'-9'
17971,b'24890'
17972,b'95050'
17973,b'60115'
17974,b'-9'
17975,b'-9'
17976,b'03905'
17977,b'-9'
17978,b'12046'
17979,b'-9'
17980,b'91015'
17981,b'93014'
17982,b'92105'
17983,b'15395'
17984,b'-9'
17985,b'14000'
17986,b'95050'
17987,b'-9'
17988,b'-9'
17989,b'-9'
17990,b'-9'
17991,b'-9'
17992,b'92105'
17993,b'-9'
17994,b'00198'
17995,b'-9'
17996,b'-9'
17997,b'-9'
17998,b'-9'
17999,b'-9'
18000,b'-9'
18001,b'02900'
18002,b'-9'
18003,b'-9'
18004,b'04000'
18005,b'-9'
18006,b'-9'
18007,b'-9'
18008,b'16475'
18009,b'19675'
18010,b'00280'
18011,b'-9'
18012,b'10210'
18013,b'94188'
18014,b'12028'
18015,b'-9'
18016,b'15395'
18017,b'-9'
18018,b'-9'
18019,b'-9'
18020,b'-9'
18021,b'09600'
18022,b'-9'
18023,b'97126'
18024,b'06242'
18025,b'12034'
18026,b'-9'
18027,b'-9'
18028,b'92161'
18029,b'-9'
18030,b'-9'
18031,b'-9'
18032,b'08585'
18033,b'-9'
18034,b'-9'
18035,b'-9'
18036,b'97126'
18037,b'12028'
18038,b'25220'
18039,b'-9'
18040,b'-9'
18041,b'15395'
18042,b'23228'
18043,b'01017'
18044,b'91015'
18045,b'-9'
18046,b'-9'
18047,b'-9'
18048,b'-9'
18049,b'-9'
18050,b'-9'
18051,b'92105'
18052,b'-9'
18053,b'-9'
18054,b'-9'
18055,b'-9'
18056,b'-9'
18057,b'32905'
18058,b'98036'
18059,b'-9'
18060,b'19675'
18061,b'-9'
18062,b'19675'
18063,b'-9'
18064,b'24885'
18065,b'-9'
18066,b'-9'
18067,b'-9'
18068,b'-9'
18069,b'-9'
18070,b'-9'
18071,b'-9'
18072,b'-9'
18073,b'-9'
18074,b'03905'
18075,b'-9'
18076,b'-9'
18077,b'-9'
18078,b'-9'
18079,b'30880'
18080,b'-9'
18081,b'92105'
18082,b'-9'
18083,b'-9'
18084,b'-9'
18085,b'-9'
18086,b'-9'
18087,b'-9'
18088,b'92141'
18089,b'-9'
18090,b'11665'
18091,b'-9'
18092,b'-9'
18093,b'09600'
18094,b'-9'
18095,b'-9'
18096,b'-9'
18097,b'95050'
18098,b'08426'
18099,b'16475'
18100,b'92105'
18101,b'-9'
18102,b'00260'
18103,b'15395'
18104,b'-9'
18105,b'-9'
18106,b'91099'
18107,b'24890'
18108,b'-9'
18109,b'-9'
18110,b'-9'
18111,b'-9'
18112,b'-9'
18113,b'-9'
18114,b'-9'
18115,b'14990'
18116,b'-9'
18117,b'-9'
18118,b'32905'
18119,b'10192'
18120,b'26785'
18121,b'-9'
18122,b'-9'
18123,b'12635'
18124,b'92161'
18125,b'-9'
18126,b'97165'
18127,b'60800'
18128,b'97165'
18129,b'-9'
18130,b'92161'
18131,b'02203'
18132,b'-9'
18133,b'26805'
18134,b'17485'
18135,b'-9'
18136,b'97165'
18137,b'-9'
18138,b'15395'
18139,b'-9'
18140,b'-9'
18141,b'60800'
18142,b'-9'
18143,b'28495'
18144,b'-9'
18145,b'-9'
18146,b'12046'
18147,b'-9'
18148,b'92105'
18149,b'-9'
18150,b'-9'
18151,b'97165'
18152,b'-9'
18153,b'96045'
18154,b'-9'
18155,b'-9'
18156,b'-9'
18157,b'16475'
18158,b'-9'
18159,b'-9'
18160,b'97165'
18161,b'60765'
18162,b'07470'
18163,b'12046'
18164,b'-9'
18165,b'-9'
18166,b'-9'
18167,b'10192'
18168,b'07470'
18169,b'27368'
18170,b'27368'
18171,b'28495'
18172,b'28495'
18173,b'-9'
18174,b'-9'
18175,b'24890'
18176,b'93203'
18177,b'-9'
18178,b'97165'
18179,b'-9'
18180,b'-9'
18181,b'-9'
18182,b'02900'
18183,b'-9'
18184,b'-9'
18185,b'27368'
18186,b'-9'
18187,b'-9'
18188,b'30805'
18189,b'96041'
18190,b'02042'
18191,b'-9'
18192,b'-9'
18193,b'-9'
18194,b'-9'
18195,b'27368'
18196,b'-9'
18197,b'60800'
18198,b'00260'
18199,b'-9'
18200,b'-9'
18201,b'-9'
18202,b'-9'
18203,b'99133'
18204,b'-9'
18205,b'61295'
18206,b'27368'
18207,b'92105'
18208,b'99080'
18209,b'-9'
18210,b'-9'
18211,b'16475'
18212,b'96003'
18213,b'-9'
18214,b'-9'
18215,b'33780'
18216,b'19650'
18217,b'-9'
18218,b'-9'
18219,b'15395'
18220,b'-9'
18221,b'-9'
18222,b'15395'
18223,b'-9'
18224,b'-9'
18225,b'06920'
18226,b'-9'
18227,b'25695'
18228,b'-9'
18229,b'-9'
18230,b'15395'
18231,b'91063'
18232,b'98036'
18233,b'15395'
18234,b'89066'
18235,b'-9'
18236,b'15395'
18237,b'89012'
18238,b'00260'
18239,b'-9'
18240,b'98036'
18241,b'32195'
18242,b'15395'
18243,b'-9'
18244,b'92116'
18245,b'25430'
18246,b'19675'
18247,b'02042'
18248,b'09370'
18249,b'61160'
18250,b'06985'
18251,b'99133'
18252,b'98036'
18253,b'-9'
18254,b'92105'
18255,b'-9'
18256,b'99133'
18257,b'-9'
18258,b'98036'
18259,b'-9'
18260,b'91043'
18261,b'-9'
18262,b'-9'
18263,b'12635'
18264,b'-9'
18265,b'01022'
18266,b'-9'
18267,b'94114'
18268,b'03430'
18269,b'15395'
18270,b'-9'
18271,b'-9'
18272,b'-9'
18273,b'-9'
18274,b'98036'
18275,b'-9'
18276,b'-9'
18277,b'93179'
18278,b'-9'
18279,b'-9'
18280,b'-9'
18281,b'-9'
18282,b'09954'
18283,b'12088'
18284,b'-9'
18285,b'-9'
18286,b'-9'
18287,b'92105'
18288,b'-9'
18289,b'-9'
18290,b'93220'
18291,b'-9'
18292,b'92105'
18293,b'-9'
18294,b'97002'
18295,b'-9'
18296,b'93396'
18297,b'34103'
18298,b'-9'
18299,b'27368'
18300,b'-9'
18301,b'-9'
18302,b'-9'
18303,b'-9'
18304,b'-9'
18305,b'-9'
18306,b'-9'
18307,b'19675'
18308,b'-9'
18309,b'61160'
18310,b'-9'
18311,b'92105'
18312,b'08585'
18313,b'33588'
18314,b'-9'
18315,b'07576'
18316,b'28495'
18317,b'-9'
18318,b'28495'
18319,b'-9'
18320,b'04000'
18321,b'-9'
18322,b'98109'
18323,b'-9'
18324,b'93214'
18325,b'93179'
18326,b'-9'
18327,b'98036'
18328,b'93313'
18329,b'11540'
18330,b'15395'
18331,b'-9'
18332,b'-9'
18333,b'95149'
18334,b'-9'
18335,b'24890'
18336,b'-9'
18337,b'14000'
18338,b'16475'
18339,b'07457'
18340,b'91061'
18341,b'16475'
18342,b'-9'
18343,b'-9'
18344,b'-9'
18345,b'-9'
18346,b'-9'
18347,b'-9'
18348,b'29498'
18349,b'32905'
18350,b'-9'
18351,b'-9'
18352,b'-9'
18353,b'-9'
18354,b'-9'
18355,b'92105'
18356,b'00260'
18357,b'-9'
18358,b'-9'
18359,b'-9'
18360,b'-9'
18361,b'-9'
18362,b'-9'
18363,b'01630'
18364,b'12034'
18365,b'-9'
18366,b'00260'
18367,b'-9'
18368,b'-9'
18369,b'15395'
18370,b'10210'
18371,b'-9'
18372,b'-9'
18373,b'-9'
18374,b'98036'
18375,b'07366'
18376,b'24890'
18377,b'99080'
18378,b'-9'
18379,b'-9'
18380,b'-9'
18381,b'19675'
18382,b'08585'
18383,b'98008'
18384,b'-9'
18385,b'99133'
18386,b'61160'
18387,b'04541'
18388,b'08585'
18389,b'32905'
18390,b'12635'
18391,b'-9'
18392,b'99999'
18393,b'-9'
18394,b'00260'
18395,b'-9'
18396,b'16475'
18397,b'99999'
18398,b'92105'
18399,b'07412'
18400,b'92105'
18401,b'98036'
18402,b'15545'
18403,b'-9'
18404,b'-9'
18405,b'-9'
18406,b'02982'
18407,b'01630'
18408,b'-9'
18409,b'-9'
18410,b'92161'
18411,b'09600'
18412,b'-9'
18413,b'-9'
18414,b'02982'
18415,b'99999'
18416,b'06920'
18417,b'-9'
18418,b'06920'
18419,b'15395'
18420,b'08585'
18421,b'92105'
18422,b'12635'
18423,b'99133'
18424,b'19675'
18425,b'14965'
18426,b'-9'
18427,b'-9'
18428,b'08585'
18429,b'03905'
18430,b'-9'
18431,b'-9'
18432,b'98036'
18433,b'03430'
18434,b'14930'
18435,b'32905'
18436,b'19675'
18437,b'-9'
18438,b'15395'
18439,b'09600'
18440,b'15395'
18441,b'15395'
18442,b'-9'
18443,b'07412'
18444,b'15395'
18445,b'17485'
18446,b'61295'
18447,b'-9'
18448,b'-9'
18449,b'61295'
18450,b'-9'
18451,b'03430'
18452,b'15395'
18453,b'-9'
18454,b'15395'
18455,b'00096'
18456,b'-9'
18457,b'92105'
18458,b'-9'
18459,b'99999'
18460,b'19675'
18461,b'92105'
18462,b'-9'
18463,b'26255'
18464,b'92105'
18465,b'27368'
18466,b'-9'
18467,b'93214'
18468,b'04000'
18469,b'-9'
18470,b'03905'
18471,b'99999'
18472,b'-9'
18473,b'31740'
18474,b'19675'
18475,b'60115'
18476,b'92105'
18477,b'19650'
18478,b'-9'
18479,b'09377'
18480,b'93214'
18481,b'06920'
18482,b'15395'
18483,b'03423'
18484,b'24885'
18485,b'-9'
18486,b'92105'
18487,b'08585'
18488,b'-9'
18489,b'92105'
18490,b'15395'
18491,b'19675'
18492,b'-9'
18493,b'12635'
18494,b'12585'
18495,b'92105'
18496,b'-9'
18497,b'-9'
18498,b'-9'
18499,b'02900'
18500,b'09600'
18501,b'-9'
18502,b'23185'
18503,b'00785'
18504,b'96041'
18505,b'17485'
18506,b'17485'
18507,b'94188'
18508,b'27816'
18509,b'-9'
18510,b'-9'
18511,b'-9'
18512,b'15005'
18513,b'-9'
18514,b'12046'
18515,b'01630'
18516,b'19675'
18517,b'-9'
18518,b'-9'
18519,b'-9'
18520,b'17885'
18521,b'98036'
18522,b'-9'
18523,b'-9'
18524,b'97045'
18525,b'-9'
18526,b'-9'
18527,b'-9'
18528,b'98036'
18529,b'-9'
18530,b'00341'
18531,b'92105'
18532,b'-9'
18533,b'23755'
18534,b'-9'
18535,b'08585'
18536,b'24890'
18537,b'-9'
18538,b'26835'
18539,b'19180'
18540,b'-9'
18541,b'12046'
18542,b'09600'
18543,b'-9'
18544,b'-9'
18545,b'12046'
18546,b'92105'
18547,b'03905'
18548,b'-9'
18549,b'99133'
18550,b'02900'
18551,b'17485'
18552,b'-9'
18553,b'00341'
18554,b'93090'
18555,b'07337'
18556,b'-9'
18557,b'-9'
18558,b'-9'
18559,b'-9'
18560,b'-9'
18561,b'93179'
18562,b'03905'
18563,b'-9'
18564,b'-9'
18565,b'-9'
18566,b'32905'
18567,b'-9'
18568,b'00785'
18569,b'94188'
18570,b'02805'
18571,b'92105'
18572,b'-9'
18573,b'92105'
18574,b'03905'
18575,b'06985'
18576,b'08770'
18577,b'11665'
18578,b'31025'
18579,b'-9'
18580,b'-9'
18581,b'92161'
18582,b'12046'
18583,b'12710'
18584,b'28495'
18585,b'00341'
18586,b'98036'
18587,b'-9'
18588,b'92105'
18589,b'12046'
18590,b'-9'
18591,b'-9'
18592,b'99133'
18593,b'-9'
18594,b'12046'
18595,b'15005'
18596,b'-9'
18597,b'17485'
18598,b'-9'
18599,b'98036'
18600,b'-9'
18601,b'02314'
18602,b'-9'
18603,b'92105'
18604,b'02042'
18605,b'05663'
18606,b'-9'
18607,b'99133'
18608,b'-9'
18609,b'-9'
18610,b'61160'
18611,b'-9'
18612,b'-9'
18613,b'61295'
18614,b'00341'
18615,b'20290'
18616,b'93179'
18617,b'-9'
18618,b'92105'
18619,b'98036'
18620,b'10355'
18621,b'-9'
18622,b'-9'
18623,b'93220'
18624,b'92105'
18625,b'-9'
18626,b'99999'
18627,b'15395'
18628,b'17485'
18629,b'-9'
18630,b'-9'
18631,b'-9'
18632,b'08222'
18633,b'29498'
18634,b'-9'
18635,b'92161'
18636,b'08222'
18637,b'92105'
18638,b'92105'
18639,b'92105'
18640,b'-9'
18641,b'42800'
18642,b'92105'
18643,b'98036'
18644,b'23385'
18645,b'-9'
18646,b'09600'
18647,b'03117'
18648,b'-9'
18649,b'92161'
18650,b'-9'
18651,b'-9'
18652,b'-9'
18653,b'24653'
18654,b'00486'
18655,b'-9'
18656,b'61295'
18657,b'99133'
18658,b'-9'
18659,b'92111'
18660,b'42800'
18661,b'-9'
18662,b'-9'
18663,b'21970'
18664,b'92105'
18665,b'19650'
18666,b'-9'
18667,b'01640'
18668,b'-9'
18669,b'06860'
18670,b'19675'
18671,b'-9'
18672,b'15395'
18673,b'42800'
18674,b'-9'
18675,b'92161'
18676,b'-9'
18677,b'-9'
18678,b'42800'
18679,b'94117'
18680,b'03905'
18681,b'-9'
18682,b'-9'
18683,b'35224'
18684,b'-9'
18685,b'-9'
18686,b'42800'
18687,b'09600'
18688,b'92105'
18689,b'-9'
18690,b'00341'
18691,b'-9'
18692,b'02805'
18693,b'-9'
18694,b'33580'
18695,b'09600'
18696,b'08066'
18697,b'92161'
18698,b'-9'
18699,b'16325'
18700,b'19840'
18701,b'98036'
18702,b'24890'
18703,b'-9'
18704,b'-9'
18705,b'-9'
18706,b'-9'
18707,b'-9'
18708,b'08585'
18709,b'26255'
18710,b'-9'
18711,b'42800'
18712,b'-9'
18713,b'-9'
18714,b'-9'
18715,b'61295'
18716,b'-9'
18717,b'19650'
18718,b'92105'
18719,b'92105'
18720,b'-9'
18721,b'17485'
18722,b'61080'
18723,b'05789'
18724,b'92105'
18725,b'-9'
18726,b'99080'
18727,b'-9'
18728,b'98036'
18729,b'98036'
18730,b'-9'
18731,b'26255'
18732,b'-9'
18733,b'19650'
18734,b'-9'
18735,b'92105'
18736,b'42800'
18737,b'42425'
18738,b'-9'
18739,b'03430'
18740,b'03905'
18741,b'-9'
18742,b'-9'
18743,b'-9'
18744,b'-9'
18745,b'99133'
18746,b'23215'
18747,b'-9'
18748,b'-9'
18749,b'-9'
18750,b'16940'
18751,b'07470'
18752,b'-9'
18753,b'-9'
18754,b'-9'
18755,b'02805'
18756,b'09600'
18757,b'93337'
18758,b'-9'
18759,b'32905'
18760,b'-9'
18761,b'25485'
18762,b'24650'
18763,b'-9'
18764,b'-9'
18765,b'-9'
18766,b'-9'
18767,b'14000'
18768,b'19650'
18769,b'92105'
18770,b'-9'
18771,b'-9'
18772,b'28455'
18773,b'-9'
18774,b'12046'
18775,b'-9'
18776,b'25810'
18777,b'93386'
18778,b'16940'
18779,b'08231'
18780,b'19675'
18781,b'-9'
18782,b'93214'
18783,b'98036'
18784,b'12715'
18785,b'97047'
18786,b'-9'
18787,b'98036'
18788,b'-9'
18789,b'-9'
18790,b'-9'
18791,b'97047'
18792,b'92105'
18793,b'92105'
18794,b'-9'
18795,b'61160'
18796,b'-9'
18797,b'15395'
18798,b'-9'
18799,b'-9'
18800,b'-9'
18801,b'32905'
18802,b'08231'
18803,b'09600'
18804,b'32905'
18805,b'-9'
18806,b'98036'
18807,b'-9'
18808,b'-9'
18809,b'-9'
18810,b'24890'
18811,b'-9'
18812,b'99014'
18813,b'12046'
18814,b'-9'
18815,b'03410'
18816,b'19180'
18817,b'-9'
18818,b'92105'
18819,b'92161'
18820,b'24890'
18821,b'96045'
18822,b'14000'
18823,b'03905'
18824,b'06839'
18825,b'92105'
18826,b'24890'
18827,b'93179'
18828,b'-9'
18829,b'98036'
18830,b'-9'
18831,b'98036'
18832,b'25485'
18833,b'-9'
18834,b'28495'
18835,b'01865'
18836,b'26785'
18837,b'02900'
18838,b'92105'
18839,b'92161'
18840,b'13890'
18841,b'-9'
18842,b'00260'
18843,b'24653'
18844,b'-9'
18845,b'-9'
18846,b'17485'
18847,b'98036'
18848,b'-9'
18849,b'26785'
18850,b'15005'
18851,b'-9'
18852,b'-9'
18853,b'-9'
18854,b'61295'
18855,b'28495'
18856,b'-9'
18857,b'99133'
18858,b'02203'
18859,b'42800'
18860,b'-9'
18861,b'61605'
18862,b'-9'
18863,b'99123'
18864,b'42800'
18865,b'-9'
18866,b'-9'
18867,b'-9'
18868,b'-9'
18869,b'-9'
18870,b'94116'
18871,b'-9'
18872,b'15730'
18873,b'-9'
18874,b'60800'
18875,b'02158'
18876,b'-9'
18877,b'92105'
18878,b'01044'
18879,b'99123'
18880,b'-9'
18881,b'02982'
18882,b'-9'
18883,b'-9'
18884,b'-9'
18885,b'12715'
18886,b'32905'
18887,b'11665'
18888,b'-9'
18889,b'-9'
18890,b'93179'
18891,b'91000'
18892,b'-9'
18893,b'-9'
18894,b'09600'
18895,b'09600'
18896,b'-9'
18897,b'-9'
18898,b'93214'
18899,b'-9'
18900,b'92161'
18901,b'-9'
18902,b'-9'
18903,b'14965'
18904,b'32905'
18905,b'98036'
18906,b'93220'
18907,b'17485'
18908,b'-9'
18909,b'93306'
18910,b'-9'
18911,b'14840'
18912,b'32905'
18913,b'92161'
18914,b'-9'
18915,b'-9'
18916,b'60115'
18917,b'99080'
18918,b'-9'
18919,b'-9'
18920,b'-9'
18921,b'-9'
18922,b'-9'
18923,b'42800'
18924,b'42800'
18925,b'-9'
18926,b'98036'
18927,b'-9'
18928,b'-9'
18929,b'92105'
18930,b'-9'
18931,b'02250'
18932,b'92161'
18933,b'92105'
18934,b'-9'
18935,b'92161'
18936,b'-9'
18937,b'98036'
18938,b'92105'
18939,b'28495'
18940,b'-9'
18941,b'-9'
18942,b'-9'
18943,b'19675'
18944,b'-9'
18945,b'-9'
18946,b'24510'
18947,b'-9'
18948,b'-9'
18949,b'21160'
18950,b'32905'
18951,b'-9'
18952,b'99127'
18953,b'09600'
18954,b'93179'
18955,b'18125'
18956,b'94099'
18957,b'-9'
18958,b'92105'
18959,b'92105'
18960,b'-9'
18961,b'92105'
18962,b'-9'
18963,b'03905'
18964,b'92105'
18965,b'-9'
18966,b'-9'
18967,b'-9'
18968,b'-9'
18969,b'-9'
18970,b'95057'
18971,b'19675'
18972,b'12046'
18973,b'17165'
18974,b'-9'
18975,b'-9'
18976,b'92105'
18977,b'15395'
18978,b'-9'
18979,b'-9'
18980,b'92105'
18981,b'03905'
18982,b'-9'
18983,b'32905'
18984,b'19650'
18985,b'92105'
18986,b'15005'
18987,b'93214'
18988,b'-9'
18989,b'28800'
18990,b'07930'
18991,b'18640'
18992,b'-9'
18993,b'17888'
18994,b'-9'
18995,b'08006'
18996,b'28495'
18997,b'94007'
18998,b'98036'
18999,b'35023'
19000,b'17485'
19001,b'19650'
19002,b'02805'
19003,b'-9'
19004,b'15100'
19005,b'11548'
19006,b'20290'
19007,b'08066'
19008,b'-9'
19009,b'-9'
19010,b'15395'
19011,b'28495'
19012,b'14930'
19013,b'92141'
19014,b'10355'
19015,b'-9'
19016,b'92164'
19017,b'06980'
19018,b'42800'
19019,b'41115'
19020,b'09370'
19021,b'92141'
19022,b'08066'
19023,b'-9'
19024,b'92141'
19025,b'15395'
19026,b'91063'
19027,b'92141'
19028,b'17485'
19029,b'-9'
19030,b'-9'
19031,b'-9'
19032,b'-9'
19033,b'33588'
19034,b'23228'
19035,b'14840'
19036,b'93214'
19037,b'15005'
19038,b'15395'
19039,b'09370'
19040,b'17485'
19041,b'94133'
19042,b'17485'
19043,b'98036'
19044,b'92087'
19045,b'91000'
19046,b'60790'
19047,b'-9'
19048,b'94114'
19049,b'-9'
19050,b'89068'
19051,b'17888'
19052,b'00002'
19053,b'14840'
19054,b'91000'
19055,b'-9'
19056,b'02158'
19057,b'-9'
19058,b'-9'
19059,b'02900'
19060,b'92141'
19061,b'92164'
19062,b'-9'
19063,b'19675'
19064,b'42800'
19065,b'-9'
19066,b'-9'
19067,b'27368'
19068,b'19375'
19069,b'21403'
19070,b'24975'
19071,b'-9'
19072,b'92141'
19073,b'-9'
19074,b'60565'
19075,b'-9'
19076,b'92141'
19077,b'95057'
19078,b'-9'
19079,b'-9'
19080,b'15395'
19081,b'17370'
19082,b'93212'
19083,b'92141'
19084,b'-9'
19085,b'92141'
19086,b'96125'
19087,b'99999'
19088,b'02805'
19089,b'99133'
19090,b'91099'
19091,b'-9'
19092,b'08066'
19093,b'98036'
19094,b'06125'
19095,b'92111'
19096,b'28495'
19097,b'19840'
19098,b'15395'
19099,b'01630'
19100,b'-9'
19101,b'17485'
19102,b'-9'
19103,b'95057'
19104,b'09614'
19105,b'15395'
19106,b'28670'
19107,b'33588'
19108,b'-9'
19109,b'92161'
19110,b'-9'
19111,b'24975'
19112,b'-9'
19113,b'23120'
19114,b'-9'
19115,b'-9'
19116,b'-9'
19117,b'-9'
19118,b'93136'
19119,b'17165'
19120,b'21970'
19121,b'-9'
19122,b'98036'
19123,b'32905'
19124,b'23755'
19125,b'-9'
19126,b'-9'
19127,b'-9'
19128,b'-9'
19129,b'-9'
19130,b'19675'
19131,b'-9'
19132,b'19675'
19133,b'-9'
19134,b'-9'
19135,b'-9'
19136,b'-9'
19137,b'-9'
19138,b'-9'
19139,b'93352'
19140,b'92164'
19141,b'-9'
19142,b'-9'
19143,b'92105'
19144,b'-9'
19145,b'-9'
19146,b'-9'
19147,b'15680'
19148,b'-9'
19149,b'-9'
19150,b'-9'
19151,b'-9'
19152,b'02900'
19153,b'-9'
19154,b'61295'
19155,b'92105'
19156,b'-9'
19157,b'98036'
19158,b'-9'
19159,b'19675'
19160,b'-9'
19161,b'-9'
19162,b'99133'
19163,b'00597'
19164,b'19675'
19165,b'-9'
19166,b'-9'
19167,b'42800'
19168,b'-9'
19169,b'-9'
19170,b'19675'
19171,b'-9'
19172,b'-9'
19173,b'-9'
19174,b'-9'
19175,b'-9'
19176,b'-9'
19177,b'06284'
19178,b'98036'
19179,b'-9'
19180,b'08066'
19181,b'-9'
19182,b'-9'
19183,b'-9'
19184,b'-9'
19185,b'11688'
19186,b'19675'
19187,b'-9'
19188,b'-9'
19189,b'-9'
19190,b'09370'
19191,b'-9'
19192,b'92161'
19193,b'-9'
19194,b'42800'
19195,b'-9'
19196,b'03905'
19197,b'98036'
19198,b'93386'
19199,b'92105'
19200,b'98036'
19201,b'-9'
19202,b'-9'
19203,b'32905'
19204,b'-9'
19205,b'03905'
19206,b'-9'
19207,b'-9'
19208,b'-9'
19209,b'92105'
19210,b'-9'
19211,b'92161'
19212,b'92105'
19213,b'92105'
19214,b'-9'
19215,b'33092'
19216,b'-9'
19217,b'92105'
19218,b'-9'
19219,b'23755'
19220,b'92105'
19221,b'-9'
19222,b'06125'
19223,b'15395'
19224,b'-9'
19225,b'92105'
19226,b'92105'
19227,b'32930'
19228,b'-9'
19229,b'15395'
19230,b'29285'
19231,b'92105'
19232,b'19650'
19233,b'-9'
19234,b'03410'
19235,b'15395'
19236,b'-9'
19237,b'03410'
19238,b'32905'
19239,b'92161'
19240,b'15680'
19241,b'-9'
19242,b'19650'
19243,b'-9'
19244,b'02279'
19245,b'-9'
19246,b'-9'
19247,b'27340'
19248,b'92161'
19249,b'99133'
19250,b'00260'
19251,b'92105'
19252,b'-9'
19253,b'-9'
19254,b'24045'
19255,b'-9'
19256,b'02900'
19257,b'-9'
19258,b'-9'
19259,b'92006'
19260,b'-9'
19261,b'-9'
19262,b'26255'
19263,b'-9'
19264,b'-9'
19265,b'12046'
19266,b'-9'
19267,b'12046'
19268,b'98036'
19269,b'98036'
19270,b'19650'
19271,b'19650'
19272,b'92105'
19273,b'03905'
19274,b'92105'
19275,b'19650'
19276,b'-9'
19277,b'-9'
19278,b'-9'
19279,b'-9'
19280,b'96173'
19281,b'92105'
19282,b'-9'
19283,b'-9'
19284,b'42800'
19285,b'19650'
19286,b'-9'
19287,b'-9'
19288,b'92161'
19289,b'-9'
19290,b'97047'
19291,b'92105'
19292,b'92105'
19293,b'15395'
19294,b'98036'
19295,b'25810'
19296,b'32905'
19297,b'92105'
19298,b'-9'
19299,b'03905'
19300,b'03905'
19301,b'98008'
19302,b'40460'
19303,b'06125'
19304,b'15100'
19305,b'12046'
19306,b'-9'
